TransactionID,ProductID,Timestamp,Quantity,CustomerID,Region
TXN-20068,PROD-95,2026-01-06 16:00:00,2,CUST-1674,West
TXN-20069,PROD-171,2026-01-06 18:00:00,6,CUST-1412,West
TXN-20070,PROD-112,2026-01-06 20:00:00,13,CUST-1258,South
TXN-20071,PROD-123,2026-01-06 22:00:00,11,CUST-1080,West
TXN-20072,PROD-122,2026-01-07 00:00:00,4,CUST-1979,North
TXN-20073,PROD-145,2026-01-07 02:00:00,1,CUST-1360,South
TXN-20074,PROD-31,2026-01-07 04:00:00,14,CUST-1719,East
TXN-20075,PROD-174,2026-01-07 06:00:00,11,CUST-1580,South
TXN-20076,PROD-143,2026-01-07 08:00:00,5,CUST-1407,South
TXN-20077,PROD-191,2026-01-07 10:00:00,7,CUST-1978,West
TXN-20078,PROD-158,2026-01-07 12:00:00,5,CUST-1482,East
TXN-20079,PROD-149,2026-01-07 14:00:00,11,CUST-1687,East
TXN-20080,PROD-107,2026-01-07 16:00:00,5,CUST-1065,East
TXN-20081,PROD-190,2026-01-07 18:00:00,11,CUST-1216,West
TXN-20082,PROD-121,2026-01-07 20:00:00,7,CUST-1012,South
TXN-20083,PROD-133,2026-01-07 22:00:00,3,CUST-1601,East
TXN-20084,PROD-37,2026-01-08 00:00:00,5,CUST-1961,East
TXN-20085,PROD-82,2026-01-08 02:00:00,7,CUST-1887,West
TXN-20086,PROD-55,2026-01-08 04:00:00,8,CUST-1202,North
TXN-20087,PROD-190,2026-01-08 06:00:00,4,CUST-1807,East
TXN-20088,PROD-15,2026-01-08 08:00:00,10,CUST-1691,West
TXN-20089,PROD-140,2026-01-08 10:00:00,10,CUST-1117,North
TXN-20090,PROD-164,2026-01-08 12:00:00,1,CUST-1497,East
TXN-20091,PROD-126,2026-01-08 14:00:00,4,CUST-1725,North
TXN-20092,PROD-65,2026-01-08 16:00:00,7,CUST-1317,South
TXN-20093,PROD-53,2026-01-08 18:00:00,10,CUST-1205,East
TXN-20094,PROD-152,2026-01-08 20:00:00,1,CUST-1221,North
TXN-20095,PROD-82,2026-01-08 22:00:00,9,CUST-1097,West
TXN-20096,PROD-136,2026-01-09 00:00:00,10,CUST-1993,North
TXN-20097,PROD-23,2026-01-09 02:00:00,14,CUST-1883,North
TXN-20098,PROD-4,2026-01-09 04:00:00,13,CUST-1606,East
TXN-20099,PROD-169,2026-01-09 06:00:00,12,CUST-1862,North
TXN-20100,PROD-100,2026-01-09 08:00:00,13,CUST-1759,South
TXN-20101,PROD-143,2026-01-09 10:00:00,8,CUST-1717,East
TXN-20102,PROD-106,2026-01-09 12:00:00,14,CUST-1170,West
TXN-20103,PROD-160,2026-01-09 14:00:00,10,CUST-1948,North
TXN-20104,PROD-74,2026-01-09 16:00:00,8,CUST-1623,North
TXN-20105,PROD-186,2026-01-09 18:00:00,11,CUST-1076,East
TXN-20106,PROD-138,2026-01-09 20:00:00,8,CUST-1274,West
TXN-20107,PROD-144,2026-01-09 22:00:00,6,CUST-1344,East
TXN-20108,PROD-64,2026-01-10 00:00:00,1,CUST-1971,North
TXN-20109,PROD-152,2026-01-10 02:00:00,5,CUST-1023,West
TXN-20110,PROD-28,2026-01-10 04:00:00,14,CUST-1415,East
TXN-20111,PROD-107,2026-01-10 06:00:00,10,CUST-1286,South
TXN-20112,PROD-142,2026-01-10 08:00:00,7,CUST-1444,North
TXN-20113,PROD-74,2026-01-10 10:00:00,12,CUST-1488,West
TXN-20114,PROD-136,2026-01-10 12:00:00,7,CUST-1806,East
TXN-20115,PROD-55,2026-01-10 14:00:00,1,CUST-1771,South
TXN-20116,PROD-184,2026-01-10 16:00:00,2,CUST-1659,East
TXN-20117,PROD-93,2026-01-10 18:00:00,7,CUST-1757,South
TXN-20118,PROD-137,2026-01-10 20:00:00,2,CUST-1986,West
TXN-20119,PROD-99,2026-01-10 22:00:00,7,CUST-1484,North
TXN-20120,PROD-70,2026-01-11 00:00:00,7,CUST-1287,West
TXN-20121,PROD-131,2026-01-11 02:00:00,10,CUST-1135,West
TXN-20122,PROD-90,2026-01-11 04:00:00,9,CUST-1619,East
TXN-20123,PROD-28,2026-01-11 06:00:00,7,CUST-1905,North
TXN-20124,PROD-168,2026-01-11 08:00:00,2,CUST-1689,North
TXN-20125,PROD-12,2026-01-11 10:00:00,11,CUST-1379,South
TXN-20126,PROD-75,2026-01-11 12:00:00,5,CUST-1626,West
TXN-20127,PROD-139,2026-01-11 14:00:00,7,CUST-1309,South
TXN-20128,PROD-31,2026-01-11 16:00:00,6,CUST-1098,South
TXN-20129,PROD-136,2026-01-11 18:00:00,7,CUST-1366,South
TXN-20130,PROD-60,2026-01-11 20:00:00,6,CUST-1443,East
TXN-20131,PROD-50,2026-01-11 22:00:00,6,CUST-1236,East
TXN-20132,PROD-8,2026-01-12 00:00:00,3,CUST-1030,East
TXN-20133,PROD-160,2026-01-12 02:00:00,6,CUST-1233,East
TXN-20134,PROD-92,2026-01-12 04:00:00,4,CUST-1415,West
TXN-20135,PROD-175,2026-01-12 06:00:00,6,CUST-1907,North
TXN-20136,PROD-198,2026-01-12 08:00:00,8,CUST-1200,South
TXN-20137,PROD-28,2026-01-12 10:00:00,7,CUST-1041,East
TXN-20138,PROD-175,2026-01-12 12:00:00,13,CUST-1256,South
TXN-20139,PROD-166,2026-01-12 14:00:00,9,CUST-1729,North
TXN-20140,PROD-119,2026-01-12 16:00:00,5,CUST-1144,East
TXN-20141,PROD-86,2026-01-12 18:00:00,1,CUST-1019,East
TXN-20142,PROD-114,2026-01-12 20:00:00,13,CUST-1244,South
TXN-20143,PROD-167,2026-01-12 22:00:00,9,CUST-1411,North
TXN-20144,PROD-7,2026-01-13 00:00:00,10,CUST-1365,West
TXN-20145,PROD-199,2026-01-13 02:00:00,10,CUST-1437,North
TXN-20146,PROD-99,2026-01-13 04:00:00,10,CUST-1563,South
TXN-20147,PROD-165,2026-01-13 06:00:00,12,CUST-1092,South
TXN-20148,PROD-49,2026-01-13 08:00:00,8,CUST-1221,West
TXN-20149,PROD-177,2026-01-13 10:00:00,1,CUST-1787,West
TXN-20150,PROD-139,2026-01-13 12:00:00,4,CUST-1584,West
TXN-20151,PROD-128,2026-01-13 14:00:00,7,CUST-1786,North
TXN-20152,PROD-86,2026-01-13 16:00:00,11,CUST-1954,South
TXN-20153,PROD-117,2026-01-13 18:00:00,11,CUST-1558,West
TXN-20154,PROD-58,2026-01-13 20:00:00,12,CUST-1001,East
TXN-20155,PROD-113,2026-01-13 22:00:00,4,CUST-1844,West
TXN-20156,PROD-39,2026-01-14 00:00:00,4,CUST-1324,East
TXN-20157,PROD-17,2026-01-14 02:00:00,13,CUST-1317,East
TXN-20158,PROD-29,2026-01-14 04:00:00,9,CUST-1876,North
TXN-20159,PROD-160,2026-01-14 06:00:00,8,CUST-1749,West
TXN-20160,PROD-15,2026-01-14 08:00:00,3,CUST-1382,West
TXN-20161,PROD-197,2026-01-14 10:00:00,5,CUST-1467,East
TXN-20162,PROD-158,2026-01-14 12:00:00,10,CUST-1469,East
TXN-20163,PROD-79,2026-01-14 14:00:00,14,CUST-1932,West
TXN-20164,PROD-21,2026-01-14 16:00:00,13,CUST-1628,East
TXN-20165,PROD-152,2026-01-14 18:00:00,2,CUST-1700,South
TXN-20166,PROD-82,2026-01-14 20:00:00,14,CUST-1439,West
TXN-20167,PROD-70,2026-01-14 22:00:00,11,CUST-1901,East
TXN-20168,PROD-163,2026-01-15 00:00:00,2,CUST-1379,South
TXN-20169,PROD-193,2026-01-15 02:00:00,9,CUST-1459,North
TXN-20170,PROD-104,2026-01-15 04:00:00,2,CUST-1077,South
TXN-20171,PROD-78,2026-01-15 06:00:00,1,CUST-1161,East
TXN-20172,PROD-48,2026-01-15 08:00:00,1,CUST-1560,West
TXN-20173,PROD-177,2026-01-15 10:00:00,8,CUST-1654,East
TXN-20174,PROD-141,2026-01-15 12:00:00,11,CUST-1223,South
TXN-20175,PROD-44,2026-01-15 14:00:00,3,CUST-1900,East
TXN-20176,PROD-47,2026-01-15 16:00:00,11,CUST-1519,West
TXN-20177,PROD-174,2026-01-15 18:00:00,7,CUST-1003,South
TXN-20178,PROD-161,2026-01-15 20:00:00,6,CUST-1876,East
TXN-20179,PROD-122,2026-01-15 22:00:00,12,CUST-1380,South
TXN-20180,PROD-87,2026-01-16 00:00:00,13,CUST-1163,South
TXN-20181,PROD-73,2026-01-16 02:00:00,13,CUST-1397,North
TXN-20182,PROD-195,2026-01-16 04:00:00,12,CUST-1280,South
TXN-20183,PROD-120,2026-01-16 06:00:00,10,CUST-1881,South
TXN-20184,PROD-44,2026-01-16 08:00:00,10,CUST-1178,East
TXN-20185,PROD-170,2026-01-16 10:00:00,4,CUST-1247,North
TXN-20186,PROD-40,2026-01-16 12:00:00,8,CUST-1183,West
TXN-20187,PROD-194,2026-01-16 14:00:00,7,CUST-1664,South
TXN-20188,PROD-122,2026-01-16 16:00:00,12,CUST-1365,North
TXN-20189,PROD-198,2026-01-16 18:00:00,14,CUST-1911,East
TXN-20190,PROD-100,2026-01-16 20:00:00,3,CUST-1596,East
TXN-20191,PROD-8,2026-01-16 22:00:00,8,CUST-1677,West
TXN-20192,PROD-113,2026-01-17 00:00:00,2,CUST-1148,South
TXN-20193,PROD-2,2026-01-17 02:00:00,1,CUST-1931,North
TXN-20194,PROD-160,2026-01-17 04:00:00,5,CUST-1145,North
TXN-20195,PROD-198,2026-01-17 06:00:00,13,CUST-1579,West
TXN-20196,PROD-199,2026-01-17 08:00:00,2,CUST-1102,South
TXN-20197,PROD-38,2026-01-17 10:00:00,8,CUST-1193,West
TXN-20198,PROD-59,2026-01-17 12:00:00,2,CUST-1003,East
TXN-20199,PROD-107,2026-01-17 14:00:00,13,CUST-1634,East
TXN-20200,PROD-58,2026-01-17 16:00:00,10,CUST-1006,North
TXN-20201,PROD-28,2026-01-17 18:00:00,7,CUST-1300,East
TXN-20202,PROD-147,2026-01-17 20:00:00,10,CUST-1408,South
TXN-20203,PROD-164,2026-01-17 22:00:00,11,CUST-1750,South
TXN-20204,PROD-189,2026-01-18 00:00:00,13,CUST-1939,East
TXN-20205,PROD-43,2026-01-18 02:00:00,12,CUST-1803,East
TXN-20206,PROD-117,2026-01-18 04:00:00,3,CUST-1695,West
TXN-20207,PROD-76,2026-01-18 06:00:00,1,CUST-1749,West
TXN-20208,PROD-199,2026-01-18 08:00:00,6,CUST-1051,South
TXN-20209,PROD-61,2026-01-18 10:00:00,14,CUST-1671,East
TXN-20210,PROD-171,2026-01-18 12:00:00,5,CUST-1228,North
TXN-20211,PROD-65,2026-01-18 14:00:00,6,CUST-1430,East
TXN-20212,PROD-94,2026-01-18 16:00:00,3,CUST-1522,East
TXN-20213,PROD-187,2026-01-18 18:00:00,3,CUST-1407,East
TXN-20214,PROD-20,2026-01-18 20:00:00,10,CUST-1589,North
TXN-20215,PROD-166,2026-01-18 22:00:00,12,CUST-1260,East
TXN-20216,PROD-179,2026-01-19 00:00:00,9,CUST-1501,East
TXN-20217,PROD-45,2026-01-19 02:00:00,3,CUST-1835,South
TXN-20218,PROD-133,2026-01-19 04:00:00,6,CUST-1735,East
TXN-20219,PROD-196,2026-01-19 06:00:00,6,CUST-1046,East
TXN-20220,PROD-14,2026-01-19 08:00:00,13,CUST-1182,South
TXN-20221,PROD-118,2026-01-19 10:00:00,3,CUST-1030,North
TXN-20222,PROD-68,2026-01-19 12:00:00,7,CUST-1662,South
TXN-20223,PROD-29,2026-01-19 14:00:00,14,CUST-1091,West
TXN-20224,PROD-6,2026-01-19 16:00:00,10,CUST-1556,North
TXN-20225,PROD-41,2026-01-19 18:00:00,11,CUST-1093,East
TXN-20226,PROD-174,2026-01-19 20:00:00,7,CUST-1979,North
TXN-20227,PROD-84,2026-01-19 22:00:00,4,CUST-1995,East
TXN-20228,PROD-120,2026-01-20 00:00:00,12,CUST-1323,West
TXN-20229,PROD-93,2026-01-20 02:00:00,10,CUST-1677,East
TXN-20230,PROD-49,2026-01-20 04:00:00,5,CUST-1650,North
TXN-20231,PROD-190,2026-01-20 06:00:00,1,CUST-1032,West
TXN-20232,PROD-18,2026-01-20 08:00:00,1,CUST-1406,South
TXN-20233,PROD-51,2026-01-20 10:00:00,7,CUST-1788,South
TXN-20234,PROD-94,2026-01-20 12:00:00,3,CUST-1416,East
TXN-20235,PROD-36,2026-01-20 14:00:00,8,CUST-1342,North
TXN-20236,PROD-123,2026-01-20 16:00:00,6,CUST-1449,South
TXN-20237,PROD-134,2026-01-20 18:00:00,14,CUST-1273,South
TXN-20238,PROD-114,2026-01-20 20:00:00,13,CUST-1937,South
TXN-20239,PROD-160,2026-01-20 22:00:00,4,CUST-1308,North
TXN-20240,PROD-139,2026-01-21 00:00:00,6,CUST-1080,West
TXN-20241,PROD-108,2026-01-21 02:00:00,6,CUST-1763,North
TXN-20242,PROD-156,2026-01-21 04:00:00,10,CUST-1945,West
TXN-20243,PROD-96,2026-01-21 06:00:00,8,CUST-1092,West
TXN-20244,PROD-59,2026-01-21 08:00:00,9,CUST-1336,East
TXN-20245,PROD-36,2026-01-21 10:00:00,7,CUST-1348,West
TXN-20246,PROD-66,2026-01-21 12:00:00,14,CUST-1482,South
TXN-20247,PROD-119,2026-01-21 14:00:00,14,CUST-1823,West
TXN-20248,PROD-141,2026-01-21 16:00:00,7,CUST-1183,South
TXN-20249,PROD-125,2026-01-21 18:00:00,1,CUST-1531,North
TXN-20250,PROD-72,2026-01-21 20:00:00,9,CUST-1213,East
TXN-20251,PROD-11,2026-01-21 22:00:00,1,CUST-1842,South
TXN-20252,PROD-200,2026-01-22 00:00:00,12,CUST-1580,South
TXN-20253,PROD-12,2026-01-22 02:00:00,5,CUST-1836,North
TXN-20254,PROD-130,2026-01-22 04:00:00,11,CUST-1600,West
TXN-20255,PROD-74,2026-01-22 06:00:00,3,CUST-1489,West
TXN-20256,PROD-75,2026-01-22 08:00:00,11,CUST-1956,South
TXN-20257,PROD-131,2026-01-22 10:00:00,9,CUST-1502,West
TXN-20258,PROD-104,2026-01-22 12:00:00,4,CUST-1254,East
TXN-20259,PROD-180,2026-01-22 14:00:00,7,CUST-1290,South
TXN-20260,PROD-27,2026-01-22 16:00:00,2,CUST-1231,North
TXN-20261,PROD-199,2026-01-22 18:00:00,1,CUST-1279,West
TXN-20262,PROD-179,2026-01-22 20:00:00,6,CUST-1304,East
TXN-20263,PROD-181,2026-01-22 22:00:00,5,CUST-1613,East
TXN-20264,PROD-185,2026-01-23 00:00:00,8,CUST-1166,West
TXN-20265,PROD-77,2026-01-23 02:00:00,12,CUST-1563,East
TXN-20266,PROD-46,2026-01-23 04:00:00,14,CUST-1691,West
TXN-20267,PROD-7,2026-01-23 06:00:00,12,CUST-1968,West
TXN-20268,PROD-56,2026-01-23 08:00:00,4,CUST-1844,South
TXN-20269,PROD-185,2026-01-23 10:00:00,4,CUST-1926,South
TXN-20270,PROD-57,2026-01-23 12:00:00,4,CUST-1341,North
TXN-20271,PROD-24,2026-01-23 14:00:00,6,CUST-1136,East
TXN-20272,PROD-99,2026-01-23 16:00:00,4,CUST-1175,North
TXN-20273,PROD-98,2026-01-23 18:00:00,10,CUST-1403,West
TXN-20274,PROD-88,2026-01-23 20:00:00,14,CUST-1330,South
TXN-20275,PROD-124,2026-01-23 22:00:00,14,CUST-1413,East
TXN-20276,PROD-142,2026-01-24 00:00:00,7,CUST-1713,West
TXN-20277,PROD-117,2026-01-24 02:00:00,4,CUST-1738,South
TXN-20278,PROD-81,2026-01-24 04:00:00,1,CUST-1156,East
TXN-20279,PROD-20,2026-01-24 06:00:00,7,CUST-1749,North
TXN-20280,PROD-110,2026-01-24 08:00:00,12,CUST-1916,North
TXN-20281,PROD-36,2026-01-24 10:00:00,12,CUST-1562,North
TXN-20282,PROD-9,2026-01-24 12:00:00,10,CUST-1871,East
TXN-20283,PROD-132,2026-01-24 14:00:00,8,CUST-1272,West
TXN-20284,PROD-48,2026-01-24 16:00:00,1,CUST-1247,West
TXN-20285,PROD-117,2026-01-24 18:00:00,8,CUST-1032,East
TXN-20286,PROD-199,2026-01-24 20:00:00,5,CUST-1552,East
TXN-20287,PROD-37,2026-01-24 22:00:00,2,CUST-1193,East
TXN-20288,PROD-105,2026-01-25 00:00:00,9,CUST-1174,South
TXN-20289,PROD-101,2026-01-25 02:00:00,6,CUST-1955,North
TXN-20290,PROD-17,2026-01-25 04:00:00,1,CUST-1107,East
TXN-20291,PROD-196,2026-01-25 06:00:00,6,CUST-1262,East
TXN-20292,PROD-2,2026-01-25 08:00:00,3,CUST-1516,South
TXN-20293,PROD-148,2026-01-25 10:00:00,10,CUST-1352,South
TXN-20294,PROD-57,2026-01-25 12:00:00,12,CUST-1754,West
TXN-20295,PROD-72,2026-01-25 14:00:00,2,CUST-1637,West
TXN-20296,PROD-105,2026-01-25 16:00:00,3,CUST-1281,West
TXN-20297,PROD-200,2026-01-25 18:00:00,5,CUST-1307,North
TXN-20298,PROD-94,2026-01-25 20:00:00,1,CUST-1382,North
TXN-20299,PROD-61,2026-01-25 22:00:00,14,CUST-1335,South
TXN-20300,PROD-50,2026-01-26 00:00:00,8,CUST-1951,East
TXN-20301,PROD-162,2026-01-26 02:00:00,12,CUST-1755,East
TXN-20302,PROD-119,2026-01-26 04:00:00,10,CUST-1226,East
TXN-20303,PROD-132,2026-01-26 06:00:00,13,CUST-1746,West
TXN-20304,PROD-147,2026-01-26 08:00:00,14,CUST-1245,West
TXN-20305,PROD-179,2026-01-26 10:00:00,13,CUST-1746,West
TXN-20306,PROD-79,2026-01-26 12:00:00,4,CUST-1115,West
TXN-20307,PROD-59,2026-01-26 14:00:00,1,CUST-1297,South
TXN-20308,PROD-11,2026-01-26 16:00:00,12,CUST-1935,West
TXN-20309,PROD-92,2026-01-26 18:00:00,9,CUST-1783,West
TXN-20310,PROD-54,2026-01-26 20:00:00,13,CUST-1132,South
TXN-20311,PROD-148,2026-01-26 22:00:00,2,CUST-1485,East
TXN-20312,PROD-4,2026-01-27 00:00:00,5,CUST-1107,West
TXN-20313,PROD-197,2026-01-27 02:00:00,4,CUST-1318,East
TXN-20314,PROD-33,2026-01-27 04:00:00,3,CUST-1086,North
TXN-20315,PROD-83,2026-01-27 06:00:00,3,CUST-1969,East
TXN-20316,PROD-176,2026-01-27 08:00:00,13,CUST-1498,South
TXN-20317,PROD-78,2026-01-27 10:00:00,7,CUST-1605,West
TXN-20318,PROD-148,2026-01-27 12:00:00,12,CUST-1200,East
TXN-20319,PROD-3,2026-01-27 14:00:00,7,CUST-1319,West
TXN-20320,PROD-45,2026-01-27 16:00:00,11,CUST-1723,East
TXN-20321,PROD-165,2026-01-27 18:00:00,4,CUST-1930,East
TXN-20322,PROD-35,2026-01-27 20:00:00,8,CUST-1687,North
TXN-20323,PROD-80,2026-01-27 22:00:00,3,CUST-1526,North
TXN-20324,PROD-130,2026-01-28 00:00:00,8,CUST-1771,East
TXN-20325,PROD-137,2026-01-28 02:00:00,6,CUST-1540,North
TXN-20326,PROD-10,2026-01-28 04:00:00,8,CUST-1075,East
TXN-20327,PROD-127,2026-01-28 06:00:00,3,CUST-1871,North
TXN-20328,PROD-55,2026-01-28 08:00:00,10,CUST-1088,West
TXN-20329,PROD-20,2026-01-28 10:00:00,11,CUST-1931,North
TXN-20330,PROD-104,2026-01-28 12:00:00,2,CUST-1704,North
TXN-20331,PROD-124,2026-01-28 14:00:00,2,CUST-1400,West
TXN-20332,PROD-115,2026-01-28 16:00:00,11,CUST-1489,East
TXN-20333,PROD-20,2026-01-28 18:00:00,8,CUST-1088,East
TXN-20334,PROD-23,2026-01-28 20:00:00,13,CUST-1743,South
TXN-20335,PROD-138,2026-01-28 22:00:00,10,CUST-1512,South
TXN-20336,PROD-41,2026-01-29 00:00:00,2,CUST-1239,East
TXN-20337,PROD-99,2026-01-29 02:00:00,2,CUST-1263,East
TXN-20338,PROD-27,2026-01-29 04:00:00,3,CUST-1785,West
TXN-20339,PROD-44,2026-01-29 06:00:00,1,CUST-1710,West
TXN-20340,PROD-108,2026-01-29 08:00:00,9,CUST-1476,East
TXN-20341,PROD-25,2026-01-29 10:00:00,1,CUST-1089,East
TXN-20342,PROD-58,2026-01-29 12:00:00,14,CUST-1328,North
TXN-20343,PROD-196,2026-01-29 14:00:00,4,CUST-1866,North
TXN-20344,PROD-164,2026-01-29 16:00:00,9,CUST-1870,South
TXN-20345,PROD-80,2026-01-29 18:00:00,1,CUST-1263,South
TXN-20346,PROD-100,2026-01-29 20:00:00,12,CUST-1218,West
TXN-20347,PROD-157,2026-01-29 22:00:00,7,CUST-1730,North
TXN-20348,PROD-43,2026-01-30 00:00:00,11,CUST-1096,West
TXN-20349,PROD-33,2026-01-30 02:00:00,2,CUST-1342,West
TXN-20350,PROD-15,2026-01-30 04:00:00,5,CUST-1639,West
TXN-20351,PROD-63,2026-01-30 06:00:00,4,CUST-1551,North
TXN-20352,PROD-173,2026-01-30 08:00:00,7,CUST-1346,West
TXN-20353,PROD-113,2026-01-30 10:00:00,11,CUST-1842,West
TXN-20354,PROD-1,2026-01-30 12:00:00,9,CUST-1742,North
TXN-20355,PROD-14,2026-01-30 14:00:00,3,CUST-1815,East
TXN-20356,PROD-136,2026-01-30 16:00:00,3,CUST-1302,South
TXN-20357,PROD-75,2026-01-30 18:00:00,14,CUST-1149,East
TXN-20358,PROD-116,2026-01-30 20:00:00,7,CUST-1603,West
TXN-20359,PROD-40,2026-01-30 22:00:00,12,CUST-1975,East
TXN-20360,PROD-165,2026-01-31 00:00:00,10,CUST-1791,East
TXN-20361,PROD-133,2026-01-31 02:00:00,2,CUST-1038,North
TXN-20362,PROD-120,2026-01-31 04:00:00,4,CUST-1763,South
TXN-20363,PROD-118,2026-01-31 06:00:00,9,CUST-1529,South
TXN-20364,PROD-101,2026-01-31 08:00:00,13,CUST-1859,North
TXN-20365,PROD-51,2026-01-31 10:00:00,12,CUST-1524,South
TXN-20366,PROD-9,2026-01-31 12:00:00,9,CUST-1019,East
TXN-20367,PROD-22,2026-01-31 14:00:00,7,CUST-1033,South
TXN-20368,PROD-156,2026-01-31 16:00:00,12,CUST-1631,West
TXN-20369,PROD-41,2026-01-31 18:00:00,8,CUST-1642,North
TXN-20370,PROD-11,2026-01-31 20:00:00,3,CUST-1750,East
TXN-20371,PROD-161,2026-01-31 22:00:00,9,CUST-1790,North
TXN-20372,PROD-173,2026-02-01 00:00:00,13,CUST-1330,West
TXN-20373,PROD-185,2026-02-01 02:00:00,4,CUST-1671,South
TXN-20374,PROD-178,2026-02-01 04:00:00,14,CUST-1946,North
TXN-20375,PROD-148,2026-02-01 06:00:00,6,CUST-1435,West
